"dt","average_temperature","country"
"2013",16.889,"Swaziland"
"2013",15.27,"Swaziland"
"2013",14.729,"Swaziland"
"2013",17.405,"Swaziland"
"2013",-7.811,"Sweden"
"2013",-6.362,"Sweden"
"2013",-7.005,"Sweden"
"2013",1.059,"Sweden"
"2013",10.509,"Sweden"
"2013",13.741,"Sweden"
"2013",15.262,"Sweden"
"2013",14.205,"Sweden"
"2013",-0.806,"Switzerland"
"2013",-2.535,"Switzerland"
"2013",1.325,"Switzerland"
"2013",7.225,"Switzerland"
"2013",9.545,"Switzerland"
"2013",14.692,"Switzerland"
"2013",18.905,"Switzerland"
"2013",17.069,"Switzerland"
"2013",7.742,"Syria"
"2013",10.94,"Syria"
"2013",13.443,"Syria"
"2013",17.777,"Syria"
"2013",23.33,"Syria"
"2013",27.429,"Syria"
"2013",29.777,"Syria"
"2013",29.731,"Syria"
"2013",16.601,"Taiwan"
"2013",18.726,"Taiwan"
"2013",20.164,"Taiwan"
"2013",21.057,"Taiwan"
"2013",24.725,"Taiwan"
"2013",27.012,"Taiwan"
"2013",27.87,"Taiwan"
"2013",27.965,"Taiwan"
"2013",-9.649,"Tajikistan"
"2013",-5.622,"Tajikistan"
"2013",1.361,"Tajikistan"
"2013",5.945,"Tajikistan"
"2013",10.575,"Tajikistan"
"2013",15.838,"Tajikistan"
"2013",17.556,"Tajikistan"
"2013",16.497,"Tajikistan"
"2013",24.16,"Tanzania"
"2013",24.29,"Tanzania"
"2013",23.95,"Tanzania"
"2013",22.977,"Tanzania"
"2013",22.421,"Tanzania"
"2013",21.258,"Tanzania"
"2013",21,"Tanzania"
"2013",22.126,"Tanzania"
"2013",24.373,"Thailand"
"2013",27.148,"Thailand"
"2013",28.528,"Thailand"
"2013",29.885,"Thailand"
"2013",29.548,"Thailand"
"2013",28.325,"Thailand"
"2013",27.564,"Thailand"
"2013",27.548,"Thailand"
"2013",27.243,"Timor Leste"
"2013",26.227,"Timor Leste"
"2013",27.241,"Timor Leste"
"2013",26.795,"Timor Leste"
"2013",26.984,"Timor Leste"
"2013",26.2,"Timor Leste"
"2013",25.036,"Timor Leste"
"2013",24.774,"Timor Leste"
"2013",27.506,"Togo"
"2013",29.477,"Togo"
"2013",30.312,"Togo"
"2013",28.892,"Togo"
"2013",28.022,"Togo"
"2013",26.706,"Togo"
"2013",25.698,"Togo"
"2013",25.131,"Togo"
"2013",25.958,"Tonga"
"2013",26.14,"Tonga"
"2013",26.152,"Tonga"
"2013",25.287,"Tonga"
"2013",24.141,"Tonga"
"2013",22.899,"Tonga"
"2013",21.829,"Tonga"
"2013",21.881,"Tonga"
"2013",25.951,"Trinidad And Tobago"
"2013",26.513,"Trinidad And Tobago"
"2013",26.767,"Trinidad And Tobago"
"2013",27.165,"Trinidad And Tobago"
"2013",27.832,"Trinidad And Tobago"
"2013",27.373,"Trinidad And Tobago"
"2013",27.57,"Trinidad And Tobago"
"2013",27.522,"Trinidad And Tobago"
"2013",12.004,"Tunisia"
"2013",11.817,"Tunisia"
"2013",17.582,"Tunisia"
"2013",20.383,"Tunisia"
"2013",24.268,"Tunisia"
"2013",27.488,"Tunisia"
"2013",31.156,"Tunisia"
"2013",30.399,"Tunisia"
"2013",2.103,"Turkey"
"2013",4.82,"Turkey"
"2013",7.63,"Turkey"
"2013",12.102,"Turkey"
"2013",17.522,"Turkey"
"2013",20.862,"Turkey"
"2013",23.335,"Turkey"
"2013",23.839,"Turkey"
"2013",4.455,"Turkmenistan"
"2013",6.316,"Turkmenistan"
"2013",11.505,"Turkmenistan"
"2013",15.954,"Turkmenistan"
"2013",23.377,"Turkmenistan"
"2013",28.502,"Turkmenistan"
"2013",30.647,"Turkmenistan"
"2013",28.152,"Turkmenistan"
"2013",25.311,"Turks And Caicas Islands"
"2013",25.123,"Turks And Caicas Islands"
"2013",24.737,"Turks And Caicas Islands"
"2013",26.58,"Turks And Caicas Islands"
"2013",27.546,"Turks And Caicas Islands"
"2013",29.07,"Turks And Caicas Islands"
"2013",29.214,"Turks And Caicas Islands"
"2013",29.614,"Turks And Caicas Islands"
"2013",29.77,"Turks And Caicas Islands"
"2013",24.875,"Uganda"
"2013",25.29,"Uganda"
"2013",25.267,"Uganda"
"2013",23.518,"Uganda"
"2013",23.591,"Uganda"
"2013",23.188,"Uganda"
"2013",22.885,"Uganda"
"2013",23.583,"Uganda"
"2013",-3.47,"Ukraine"
"2013",-0.146000000000001,"Ukraine"
"2013",-0.286,"Ukraine"
"2013",10.217,"Ukraine"
"2013",18.432,"Ukraine"
"2013",20.834,"Ukraine"
"2013",20.827,"Ukraine"
"2013",20.9,"Ukraine"
"2013",19.793,"United Arab Emirates"
"2013",21.816,"United Arab Emirates"
"2013",23.402,"United Arab Emirates"
"2013",29.061,"United Arab Emirates"
"2013",32.863,"United Arab Emirates"
"2013",35.717,"United Arab Emirates"
"2013",36.696,"United Arab Emirates"
"2013",35.617,"United Arab Emirates"
"2013",3.959,"United Kingdom (Europe)"
"2013",3.384,"United Kingdom (Europe)"
"2013",2.99,"United Kingdom (Europe)"
"2013",6.635,"United Kingdom (Europe)"
"2013",9.826,"United Kingdom (Europe)"
"2013",13.285,"United Kingdom (Europe)"
"2013",17.011,"United Kingdom (Europe)"
"2013",15.776,"United Kingdom (Europe)"
"2013",4.354,"United Kingdom"
"2013",3.773,"United Kingdom"
"2013",3.351,"United Kingdom"
"2013",6.789,"United Kingdom"
"2013",9.605,"United Kingdom"
"2013",12.826,"United Kingdom"
"2013",16.26,"United Kingdom"
"2013",15.022,"United Kingdom"
"2013",-2.155,"United States"
"2013",-1.216,"United States"
"2013",2.289,"United States"
"2013",6.97,"United States"
"2013",14.073,"United States"
"2013",20.198,"United States"
"2013",22.074,"United States"
"2013",21.168,"United States"
"2013",18.273,"United States"
"2013",23.521,"Uruguay"
"2013",23.241,"Uruguay"
"2013",19.755,"Uruguay"
"2013",18.187,"Uruguay"
"2013",14.345,"Uruguay"
"2013",12.032,"Uruguay"
"2013",11.464,"Uruguay"
"2013",11.49,"Uruguay"
"2013",0.346,"Uzbekistan"
"2013",2.498,"Uzbekistan"
"2013",9.524,"Uzbekistan"
"2013",14.266,"Uzbekistan"
"2013",21.612,"Uzbekistan"
"2013",26.635,"Uzbekistan"
"2013",28.44,"Uzbekistan"
"2013",26.185,"Uzbekistan"
"2013",25.403,"Venezuela"
"2013",25.76,"Venezuela"
"2013",26.732,"Venezuela"
"2013",26.406,"Venezuela"
"2013",26.253,"Venezuela"
"2013",25.674,"Venezuela"
"2013",25.449,"Venezuela"
"2013",25.626,"Venezuela"
"2013",19.885,"Vietnam"
"2013",22.549,"Vietnam"
"2013",24.335,"Vietnam"
"2013",25.887,"Vietnam"
"2013",27.443,"Vietnam"
"2013",27.623,"Vietnam"
"2013",27.109,"Vietnam"
"2013",27.026,"Vietnam"
"2013",25.594,"Virgin Islands"
"2013",25.594,"Virgin Islands"
"2013",25.86,"Virgin Islands"
"2013",26.481,"Virgin Islands"
"2013",27.493,"Virgin Islands"
"2013",28.021,"Virgin Islands"
"2013",28.63,"Virgin Islands"
"2013",29.147,"Virgin Islands"
"2013",28.991,"Virgin Islands"
"2013",17.461,"Western Sahara"
"2013",19.116,"Western Sahara"
"2013",21.992,"Western Sahara"
"2013",23.614,"Western Sahara"
"2013",24.935,"Western Sahara"
"2013",26.356,"Western Sahara"
"2013",27.916,"Western Sahara"
"2013",28.564,"Western Sahara"
"2013",21.567,"Yemen"
"2013",23.651,"Yemen"
"2013",24.939,"Yemen"
"2013",29.21,"Yemen"
"2013",31.173,"Yemen"
"2013",32.325,"Yemen"
"2013",31.34,"Yemen"
"2013",30.833,"Yemen"
"2013",23.072,"Zambia"
"2013",23.636,"Zambia"
"2013",23.249,"Zambia"
"2013",21.71,"Zambia"
"2013",20.045,"Zambia"
"2013",18.703,"Zambia"
"2013",18.266,"Zambia"
"2013",20.887,"Zambia"
"2013",23.812,"Zimbabwe"
"2013",24.075,"Zimbabwe"
"2013",23.226,"Zimbabwe"
"2013",21.142,"Zimbabwe"
"2013",19.059,"Zimbabwe"
"2013",17.613,"Zimbabwe"
"2013",17,"Zimbabwe"
"2013",19.759,"Zimbabwe"
